student_id,Overall_GPA,Internal_Marks,Attendance_Pct,Attendance_Level,Course_Load,Faculty_Interaction,Courses_Enrolled,Pass_Rate,Academic_Result,Student_Segment,Dropout_Risk,Dropout_Risk_Score,GPA_Tier
S10195,1.3333333333333333,33.33,100.0,High (>75%),29.0,7.0,7.0,1.0,Fail,Average Performers,High Risk,1.0,Pass (1-2)
S10196,2.5,62.5,50.0,Medium (50-75%),23.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10197,1.0,25.0,0.0,Low (<50%),14.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10198,0.5,12.5,50.0,Medium (50-75%),5.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10199,1.75,43.75,66.67,,13.0,4.0,,0.75,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10200,2.3333333333333335,58.33,100.0,High (>75%),18.0,4.0,4.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10201,2.0,50.0,66.67,Medium (50-75%),11.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10202,2.0,50.0,66.67,Medium (50-75%),12.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10203,0.0,0.0,100.0,High (>75%),4.0,1.0,1.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10204,1.8571428571428572,46.43,100.0,High (>75%),18.0,5.0,5.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10205,2.4,60.0,80.0,High (>75%),12.0,3.0,3.0,0.8,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10206,1.3333333333333333,33.33,60.0,Medium (50-75%),28.0,7.0,7.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S10207,1.0,25.0,100.0,High (>75%),7.0,2.0,2.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10208,2.0,50.0,50.0,Medium (50-75%),9.0,3.0,3.0,0.8571428571428571,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S10209,1.75,43.75,50.0,Medium (50-75%),14.0,4.0,4.0,0.75,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S10210,2.0,50.0,100.0,High (>75%),21.0,6.0,6.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10211,0.0,0.0,100.0,High (>75%),3.0,1.0,1.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10212,2.2,55.0,100.0,High (>75%),15.0,4.0,4.0,0.8,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10213,2.0,50.0,83.33,High (>75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10214,2.6666666666666665,66.67,50.0,Medium (50-75%),12.0,3.0,3.0,0.8333333333333334,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S10215,1.75,43.75,80.0,High (>75%),14.0,4.0,4.0,0.75,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10216,1.6,40.0,33.33,Low (<50%),13.0,3.0,3.0,0.6,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10217,0.0,0.0,100.0,High (>75%),19.0,5.0,5.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10218,2.5,62.5,50.0,Medium (50-75%),15.0,4.0,4.0,0.75,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S10219,2.8,70.0,60.0,Medium (50-75%),8.0,2.0,2.0,0.8,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10220,0.0,0.0,25.0,Low (<50%),7.0,2.0,2.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10221,2.0,50.0,100.0,High (>75%),16.0,4.0,4.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10222,3.0,75.0,100.0,High (>75%),12.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10223,1.75,43.75,50.0,Medium (50-75%),20.0,5.0,5.0,0.75,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S10224,0.0,0.0,75.0,High (>75%),11.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10225,2.5,62.5,50.0,Medium (50-75%),36.0,10.0,10.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10226,1.0,25.0,100.0,High (>75%),7.0,2.0,2.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S10227,2.1666666666666665,54.17,0.0,Low (<50%),17.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10228,2.0,50.0,100.0,High (>75%),13.0,3.0,3.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10229,1.5,37.5,75.0,High (>75%),30.0,7.0,8.0,0.5,Fail,Average Performers,Low Risk,0.0023,Pass (1-2)
S10230,1.0,25.0,60.0,Medium (50-75%),13.0,3.0,3.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10231,0.0,0.0,50.0,Medium (50-75%),20.0,5.0,5.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10232,2.8,70.0,100.0,High (>75%),11.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10233,1.4,35.0,66.67,Medium (50-75%),30.0,7.0,7.0,0.6,Fail,Average Performers,High Risk,0.9959,Pass (1-2)
S10234,1.5,37.5,60.0,Medium (50-75%),12.0,3.0,3.0,0.75,Fail,Struggling Students,Low Risk,0.0126,Pass (1-2)
S10235,2.0,50.0,50.0,Medium (50-75%),24.0,6.0,6.0,0.5,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10236,2.2,55.0,100.0,High (>75%),7.0,2.0,2.0,0.6,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10237,2.3333333333333335,58.33,50.0,Medium (50-75%),11.0,4.0,4.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Good (2-3)
S10238,2.0,50.0,75.0,High (>75%),23.0,7.0,7.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10239,1.6666666666666667,41.67,85.71,High (>75%),5.0,1.0,1.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10240,3.0,75.0,40.0,Low (<50%),13.0,4.0,,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S10241,2.8333333333333335,70.83,0.0,Low (<50%),20.0,5.0,5.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10242,2.1666666666666665,54.17,100.0,High (>75%),11.0,3.0,3.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10243,2.6666666666666665,66.67,100.0,High (>75%),13.0,3.0,3.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10244,0.6666666666666666,16.67,50.0,Medium (50-75%),24.0,6.0,6.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10245,1.8,45.0,40.0,Low (<50%),4.0,1.0,1.0,0.8,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10246,1.4,35.0,66.67,Medium (50-75%),10.0,3.0,3.0,0.6,Fail,At-Risk Students,High Risk,0.9982,Pass (1-2)
S10247,2.0,50.0,50.0,Medium (50-75%),25.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S10248,1.5,37.5,100.0,High (>75%),9.0,2.0,2.0,0.5,Fail,At-Risk Students,Low Risk,0.0085,Pass (1-2)
S10249,3.5,87.5,100.0,High (>75%),9.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S10250,2.3333333333333335,58.33,50.0,Medium (50-75%),6.0,3.0,3.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S10251,3.0,75.0,75.0,High (>75%),8.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10252,1.0,25.0,66.67,,13.0,4.0,4.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S10253,0.0,0.0,100.0,High (>75%),22.0,6.0,6.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10254,1.8333333333333333,45.83,60.0,Medium (50-75%),14.0,4.0,4.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S10255,1.6666666666666667,41.67,50.0,Medium (50-75%),21.0,6.0,6.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0002,Pass (1-2)
S10256,3.2,80.0,40.0,Low (<50%),19.0,5.0,5.0,1.0,Distinction,Average Performers,High Risk,1.0,Excellent (3-4)
S10257,1.6666666666666667,41.67,50.0,Medium (50-75%),16.0,5.0,5.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S10258,2.0,50.0,75.0,High (>75%),7.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10259,2.0,50.0,25.0,Low (<50%),17.0,5.0,5.0,0.7142857142857143,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10260,2.0,50.0,100.0,High (>75%),16.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10261,2.5,62.5,0.0,Low (<50%),7.0,2.0,2.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10262,2.0,50.0,100.0,High (>75%),4.0,1.0,1.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10263,2.6,65.0,50.0,Medium (50-75%),26.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10264,2.3333333333333335,58.33,100.0,High (>75%),24.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10265,1.6666666666666667,41.67,100.0,High (>75%),4.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10266,0.0,0.0,100.0,High (>75%),10.0,4.0,4.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10267,2.25,56.25,42.86,Low (<50%),13.0,4.0,,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10268,2.0,50.0,71.43,Medium (50-75%),12.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10269,1.8,45.0,66.67,Medium (50-75%),12.0,4.0,4.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10270,1.5,37.5,66.67,,13.0,3.0,3.0,1.0,Fail,High Achievers,Low Risk,0.0051,Pass (1-2)
S10271,2.8,70.0,50.0,Medium (50-75%),8.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10272,1.3333333333333333,33.33,0.0,Low (<50%),27.0,7.0,8.0,1.0,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S10273,1.7142857142857142,42.86,66.67,,24.0,6.0,6.0,0.7142857142857143,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10274,1.0,25.0,75.0,High (>75%),4.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10275,3.0,75.0,50.0,Medium (50-75%),5.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.0001,Good (2-3)
S10276,2.6666666666666665,66.67,25.0,Low (<50%),8.0,2.0,2.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10277,3.0,75.0,100.0,High (>75%),11.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10278,0.6666666666666666,16.67,100.0,High (>75%),19.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10279,2.6666666666666665,66.67,50.0,Medium (50-75%),7.0,3.0,3.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10280,1.3333333333333333,33.33,50.0,Medium (50-75%),5.0,1.0,1.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S10281,0.6666666666666666,16.67,100.0,High (>75%),19.0,5.0,5.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10282,0.0,0.0,80.0,High (>75%),11.0,4.0,4.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10283,2.3333333333333335,58.33,100.0,High (>75%),6.0,2.0,2.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10284,1.0,25.0,50.0,Medium (50-75%),14.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10285,1.3333333333333333,33.33,0.0,Low (<50%),13.0,4.0,4.0,0.6666666666666666,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S10286,2.6666666666666665,66.67,66.67,Medium (50-75%),8.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10287,2.0,50.0,100.0,High (>75%),3.0,1.0,1.0,0.7142857142857143,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10288,2.125,53.12,60.0,Medium (50-75%),5.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10289,0.3333333333333333,8.33,50.0,Medium (50-75%),23.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10290,1.0,25.0,100.0,High (>75%),22.0,5.0,6.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10291,1.75,43.75,100.0,High (>75%),16.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10292,1.6666666666666667,41.67,100.0,High (>75%),14.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10293,0.5,12.5,80.0,High (>75%),8.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10294,1.75,43.75,66.67,,15.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10295,2.5,62.5,66.67,Medium (50-75%),21.0,6.0,6.0,0.75,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10296,1.5,37.5,60.0,Medium (50-75%),6.0,2.0,2.0,0.75,Fail,Struggling Students,Low Risk,0.0088,Pass (1-2)
S10297,2.6666666666666665,66.67,16.67,Low (<50%),17.0,5.0,5.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10298,3.0,75.0,60.0,Medium (50-75%),19.0,6.0,6.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S10299,2.3333333333333335,58.33,20.0,Low (<50%),20.0,6.0,6.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10300,2.0,50.0,50.0,Medium (50-75%),10.0,3.0,3.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S10301,2.5,62.5,100.0,High (>75%),25.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10302,0.3333333333333333,8.33,66.67,Medium (50-75%),34.0,8.0,8.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10303,1.6666666666666667,41.67,100.0,High (>75%),14.0,5.0,5.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S10304,1.6666666666666667,41.67,80.0,High (>75%),11.0,3.0,3.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S10305,1.5,37.5,66.67,Medium (50-75%),13.0,3.0,3.0,0.75,Fail,At-Risk Students,Low Risk,0.0136,Pass (1-2)
S10306,2.8333333333333335,70.83,100.0,High (>75%),4.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10307,2.3,57.5,60.0,Medium (50-75%),16.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10308,2.2,55.0,50.0,Medium (50-75%),8.0,2.0,2.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Good (2-3)
S10309,2.6666666666666665,66.67,60.0,Medium (50-75%),7.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10310,2.0,50.0,66.67,,17.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10311,3.3333333333333335,83.33,60.0,Medium (50-75%),10.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S10312,1.8,45.0,66.67,Medium (50-75%),10.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10313,1.6666666666666667,41.67,33.33,Low (<50%),10.0,3.0,3.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10314,1.6666666666666667,41.67,50.0,Medium (50-75%),7.0,2.0,2.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0002,Pass (1-2)
S10315,2.3333333333333335,58.33,100.0,High (>75%),15.0,4.0,4.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10316,2.0,50.0,100.0,High (>75%),13.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10317,3.0,75.0,50.0,Medium (50-75%),15.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10318,2.0,50.0,50.0,Medium (50-75%),27.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S10319,1.25,31.25,75.0,High (>75%),5.0,2.0,2.0,0.75,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S10320,0.5,12.5,50.0,Medium (50-75%),9.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10321,2.3333333333333335,58.33,66.67,,14.0,4.0,4.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10322,0.0,0.0,75.0,High (>75%),10.0,4.0,4.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10323,2.3333333333333335,58.33,0.0,Low (<50%),26.0,8.0,8.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10324,0.0,0.0,60.0,Medium (50-75%),13.0,4.0,4.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10325,2.3333333333333335,58.33,60.0,Medium (50-75%),23.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10326,3.0,75.0,80.0,High (>75%),6.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10327,2.0,50.0,50.0,Medium (50-75%),23.0,7.0,7.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10328,2.6666666666666665,66.67,50.0,Medium (50-75%),10.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10329,3.0,75.0,50.0,Medium (50-75%),17.0,5.0,5.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S10330,1.0,25.0,100.0,High (>75%),15.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10331,2.3333333333333335,58.33,33.33,Low (<50%),7.0,2.0,2.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10332,2.2857142857142856,57.14,33.33,Low (<50%),7.0,2.0,2.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10333,0.0,0.0,100.0,High (>75%),11.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10334,4.0,100.0,100.0,High (>75%),13.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S10335,2.0,50.0,33.33,Low (<50%),9.0,3.0,3.0,0.5,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10336,2.0,50.0,33.33,Low (<50%),4.0,1.0,1.0,0.8571428571428571,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10337,2.0,50.0,0.0,Low (<50%),8.0,3.0,3.0,0.8,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10338,4.0,100.0,100.0,High (>75%),12.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S10339,3.0,75.0,0.0,Low (<50%),21.0,5.0,6.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S10340,1.0,25.0,75.0,High (>75%),6.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10341,0.5,12.5,66.67,Medium (50-75%),33.0,8.0,8.0,0.5,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S10342,1.75,43.75,66.67,Medium (50-75%),24.0,7.0,7.0,0.5,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10343,2.0,50.0,50.0,Medium (50-75%),11.0,3.0,3.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S10344,2.1666666666666665,54.17,50.0,Medium (50-75%),11.0,3.0,3.0,0.8333333333333334,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S10345,2.5,62.5,100.0,High (>75%),19.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10346,1.8,45.0,40.0,Low (<50%),18.0,5.0,5.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S10347,3.0,75.0,100.0,High (>75%),7.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10348,1.0,25.0,50.0,Medium (50-75%),19.0,7.0,7.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10349,1.0,25.0,66.67,Medium (50-75%),27.0,9.0,9.0,0.6666666666666666,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S10350,1.8333333333333333,45.83,75.0,High (>75%),13.0,4.0,4.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10351,0.6666666666666666,16.67,66.67,Medium (50-75%),26.0,7.0,7.0,0.6666666666666666,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S10352,3.0,75.0,100.0,High (>75%),9.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10353,0.3333333333333333,8.33,100.0,High (>75%),10.0,3.0,3.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10354,2.25,56.25,60.0,Medium (50-75%),13.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10355,2.3333333333333335,58.33,75.0,High (>75%),25.0,6.0,6.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10356,2.0,50.0,66.67,,23.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10357,2.2,55.0,66.67,Medium (50-75%),7.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10358,1.4,35.0,100.0,High (>75%),13.0,4.0,4.0,0.8,Fail,High Achievers,High Risk,0.9984,Pass (1-2)
S10359,2.5,62.5,100.0,High (>75%),5.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10360,1.0,25.0,66.67,,13.0,3.0,3.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S10361,3.0,75.0,83.33,High (>75%),10.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10362,2.6666666666666665,66.67,25.0,Low (<50%),10.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10363,2.25,56.25,66.67,Medium (50-75%),8.0,3.0,3.0,0.75,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10364,2.0,50.0,60.0,Medium (50-75%),9.0,2.0,2.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S10365,2.5,62.5,66.67,Medium (50-75%),3.0,1.0,1.0,0.75,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S10366,3.0,75.0,100.0,High (>75%),16.0,5.0,5.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10367,1.0,25.0,50.0,Medium (50-75%),10.0,3.0,3.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10368,0.0,0.0,100.0,High (>75%),21.0,5.0,5.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10369,2.5,62.5,40.0,Low (<50%),12.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10370,3.0,75.0,100.0,High (>75%),9.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10371,1.6,40.0,100.0,High (>75%),18.0,5.0,5.0,0.6,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S10372,2.0,50.0,100.0,High (>75%),12.0,3.0,3.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10373,3.0,75.0,100.0,High (>75%),13.0,4.0,,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S10374,2.0,50.0,50.0,Medium (50-75%),25.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S10375,1.8,45.0,75.0,High (>75%),32.0,8.0,8.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10376,2.0,50.0,50.0,Medium (50-75%),15.0,4.0,4.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S10377,2.6666666666666665,66.67,75.0,High (>75%),23.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10378,2.0,50.0,100.0,High (>75%),18.0,5.0,5.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10379,2.25,56.25,33.33,Low (<50%),14.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S10380,1.0,25.0,50.0,Medium (50-75%),28.0,8.0,8.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S10381,3.5,87.5,80.0,High (>75%),11.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S10382,1.75,43.75,60.0,Medium (50-75%),18.0,4.0,4.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10383,2.0,50.0,66.67,,8.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10384,0.0,0.0,50.0,Medium (50-75%),27.0,6.0,6.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S10385,1.3333333333333333,33.33,66.67,Medium (50-75%),13.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S10386,2.0,50.0,71.43,Medium (50-75%),20.0,5.0,5.0,0.75,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S10387,2.5,62.5,80.0,High (>75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S10388,3.3333333333333335,83.33,0.0,Low (<50%),20.0,6.0,6.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S10389,2.0,50.0,50.0,Medium (50-75%),17.0,4.0,4.0,0.75,Pass,Struggling Students,Low Risk,0.0,Pass (1-2)
S10390,2.0,50.0,100.0,High (>75%),4.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S10391,1.75,43.75,40.0,Low (<50%),13.0,3.0,3.0,0.875,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
