student_id,Attendance_Pct,Attendance_Level,Overall_GPA,Academic_Result,Dropout_Risk,Att_Bucket
S10413,0.0,Low (<50%),1.2857142857142858,Fail,High Risk,
S10414,0.0,Low (<50%),2.1666666666666665,Pass,High Risk,
S10415,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10416,75.0,High (>75%),0.8,Fail,High Risk,50-75%
S10417,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S10418,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10419,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10420,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10421,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10422,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10424,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10425,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S10426,50.0,Medium (50-75%),1.8,Pass,Low Risk,25-50%
S10427,80.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10428,75.0,High (>75%),2.6666666666666665,Pass,Low Risk,50-75%
S10429,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S10431,40.0,Low (<50%),2.8,Pass,High Risk,25-50%
S10432,83.33,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10433,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10434,50.0,Medium (50-75%),2.25,Pass,Low Risk,25-50%
S10435,100.0,High (>75%),1.8571428571428572,Pass,Low Risk,75-100%
S10436,66.67,Medium (50-75%),0.5,Fail,High Risk,50-75%
S10437,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10438,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10439,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S10440,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S10441,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S10442,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10443,66.67,Medium (50-75%),1.25,Fail,High Risk,50-75%
S10444,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S10445,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S10446,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10447,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10449,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10450,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10451,66.67,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S10452,80.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S10453,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10454,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10455,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S10456,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10457,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10458,0.0,Low (<50%),3.3333333333333335,Distinction,High Risk,
S10459,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10460,100.0,High (>75%),2.2857142857142856,Pass,Low Risk,75-100%
S10461,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10463,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10464,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10465,80.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10466,0.0,Low (<50%),2.0,Pass,High Risk,
S10467,0.0,Low (<50%),1.0,Fail,High Risk,
S10468,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10469,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10470,57.14,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10471,0.0,Low (<50%),4.0,Distinction,High Risk,
S10472,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S10473,50.0,Medium (50-75%),1.3333333333333333,Fail,High Risk,25-50%
S10474,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10475,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10476,50.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,25-50%
S10477,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10478,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10479,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10480,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S10481,33.33,Low (<50%),1.5,Fail,High Risk,25-50%
S10482,71.43,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S10483,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S10484,66.67,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S10485,25.0,Low (<50%),1.5,Fail,High Risk,0-25%
S10486,60.0,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S10487,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S10488,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S10489,66.67,Medium (50-75%),2.125,Pass,Low Risk,50-75%
S10490,100.0,High (>75%),0.75,Fail,High Risk,75-100%
S10491,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10492,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10493,50.0,Medium (50-75%),2.2,Pass,Low Risk,25-50%
S10494,33.33,Low (<50%),0.6666666666666666,Fail,High Risk,25-50%
S10495,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10496,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10497,100.0,High (>75%),0.5,Fail,High Risk,75-100%
S10498,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10499,33.33,Low (<50%),2.4,Pass,High Risk,25-50%
S10500,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S10501,100.0,High (>75%),2.1666666666666665,Pass,Low Risk,75-100%
S10502,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10503,0.0,Low (<50%),3.3333333333333335,Distinction,High Risk,
S10504,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S10505,83.33,High (>75%),1.875,Pass,Low Risk,75-100%
S10506,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S10507,80.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S10508,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S10509,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S10510,83.33,High (>75%),2.0,Pass,Low Risk,75-100%
S10511,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10512,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10513,66.67,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S10514,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S10515,0.0,Low (<50%),2.25,Pass,High Risk,
S10516,75.0,High (>75%),4.0,Distinction,Low Risk,50-75%
S10517,60.0,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S10518,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10519,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S10520,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10521,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10522,50.0,Medium (50-75%),2.2,Pass,Low Risk,25-50%
S10523,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10524,50.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,25-50%
S10525,0.0,Low (<50%),2.5,Pass,High Risk,
S10526,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10527,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10528,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S10529,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10530,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10531,60.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10532,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10533,0.0,Low (<50%),2.25,Pass,High Risk,
S10534,85.71,High (>75%),2.0,Pass,Low Risk,75-100%
S10535,60.0,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10536,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S10537,0.0,Low (<50%),1.0,Fail,High Risk,
S10538,80.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10539,66.67,Medium (50-75%),1.8571428571428572,Pass,Low Risk,50-75%
S10540,66.67,Medium (50-75%),3.2,Distinction,Low Risk,50-75%
S10541,60.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S10542,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S10543,80.0,High (>75%),2.5,Pass,Low Risk,75-100%
S10544,57.14,Medium (50-75%),0.5,Fail,High Risk,50-75%
S10545,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S10546,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10547,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S10548,0.0,Low (<50%),1.2,Fail,High Risk,
S10549,80.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10550,71.43,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S10551,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10552,66.67,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S10553,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S10554,33.33,Low (<50%),2.25,Pass,High Risk,25-50%
S10555,80.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10556,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S10557,71.43,Medium (50-75%),3.3333333333333335,Distinction,Low Risk,50-75%
S10558,75.0,High (>75%),1.6,Pass,Low Risk,50-75%
S10559,66.67,Medium (50-75%),2.4,Pass,Low Risk,50-75%
S10560,60.0,Medium (50-75%),2.111111111111111,Pass,Low Risk,50-75%
S10561,100.0,High (>75%),1.8571428571428572,Pass,Low Risk,75-100%
S10562,33.33,Low (<50%),3.4,Distinction,High Risk,25-50%
S10563,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S10565,60.0,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S10566,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10567,25.0,Low (<50%),2.2,Pass,High Risk,0-25%
S10568,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10569,80.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10570,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10571,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10572,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S10573,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S10574,85.71,High (>75%),1.5,Fail,Low Risk,75-100%
S10575,20.0,Low (<50%),2.2,Pass,High Risk,0-25%
S10576,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10577,66.67,Medium (50-75%),1.8333333333333333,Pass,Low Risk,50-75%
S10578,62.5,Medium (50-75%),1.6,Pass,Low Risk,50-75%
S10579,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10581,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10582,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S10583,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10584,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10585,66.67,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S10586,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S10587,60.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S10588,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10589,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S10590,100.0,High (>75%),1.2,Fail,High Risk,75-100%
S10591,0.0,Low (<50%),2.6666666666666665,Pass,High Risk,
S10592,50.0,Medium (50-75%),0.6666666666666666,Fail,High Risk,25-50%
S10593,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S10594,0.0,Low (<50%),0.0,Fail,High Risk,
S10595,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10596,40.0,Low (<50%),3.0,Distinction,High Risk,25-50%
S10597,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S10598,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10599,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S10600,0.0,Low (<50%),2.0,Pass,High Risk,
S10601,50.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,25-50%
S10602,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10603,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S10604,25.0,Low (<50%),4.0,Distinction,High Risk,0-25%
S10605,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10606,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10607,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10608,66.67,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S10609,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10610,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10611,75.0,High (>75%),3.6666666666666665,Distinction,Low Risk,50-75%
S10612,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10613,0.0,Low (<50%),2.0,Pass,High Risk,
S10614,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10615,60.0,Medium (50-75%),1.8333333333333333,Pass,Low Risk,50-75%
S10616,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S10618,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S10619,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10620,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10621,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S10622,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S10623,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10624,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S10625,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10626,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10627,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10628,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S10629,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10630,25.0,Low (<50%),2.3333333333333335,Pass,High Risk,0-25%
S10631,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S10632,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10633,66.67,Medium (50-75%),1.8571428571428572,Pass,Low Risk,50-75%
S10634,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10635,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S10636,66.67,Medium (50-75%),1.2,Fail,High Risk,50-75%
S10637,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S10638,75.0,High (>75%),2.75,Pass,Low Risk,50-75%
S10639,66.67,Medium (50-75%),0.5,Fail,High Risk,50-75%
S10640,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S10641,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10642,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10643,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10644,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S10645,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S10646,0.0,Low (<50%),4.0,Distinction,High Risk,
S10647,100.0,High (>75%),1.8,Pass,Low Risk,75-100%
S10648,100.0,High (>75%),3.1666666666666665,Distinction,Low Risk,75-100%
S10649,100.0,High (>75%),2.1666666666666665,Pass,Low Risk,75-100%
S10650,33.33,Low (<50%),0.0,Fail,High Risk,25-50%
S10651,33.33,Low (<50%),2.6,Pass,High Risk,25-50%
S10652,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S10653,75.0,High (>75%),2.2,Pass,Low Risk,50-75%
S10654,100.0,High (>75%),3.142857142857143,Distinction,Low Risk,75-100%
S10655,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S10656,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S10657,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S10658,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S10659,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10660,33.33,Low (<50%),1.3333333333333333,Fail,High Risk,25-50%
S10661,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S10662,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S10663,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S10665,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S10666,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S10667,16.67,Low (<50%),2.5,Pass,High Risk,0-25%
S10668,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10669,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10670,100.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S10671,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S10672,75.0,High (>75%),1.3333333333333333,Fail,High Risk,50-75%
S10674,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10675,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10676,42.86,Low (<50%),1.0,Fail,High Risk,25-50%
S10677,0.0,Low (<50%),1.5,Fail,High Risk,
S10678,60.0,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S10679,66.67,Medium (50-75%),0.5,Fail,High Risk,50-75%
S10680,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10681,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S10682,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S10683,33.33,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S10684,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10685,100.0,High (>75%),2.4,Pass,Low Risk,75-100%
S10686,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S10687,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10688,40.0,Low (<50%),2.5,Pass,High Risk,25-50%
S10689,60.0,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10690,33.33,Low (<50%),1.0,Fail,High Risk,25-50%
S10691,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S10692,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S10693,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S10694,60.0,Medium (50-75%),3.5,Distinction,Low Risk,50-75%
S10695,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10696,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S10697,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S10698,60.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S10699,100.0,High (>75%),0.5,Fail,High Risk,75-100%
S10700,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S10701,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S10702,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10703,42.86,Low (<50%),0.6666666666666666,Fail,High Risk,25-50%
S10704,25.0,Low (<50%),0.0,Fail,High Risk,0-25%
S10705,50.0,Medium (50-75%),2.25,Pass,Low Risk,25-50%
S10706,71.43,Medium (50-75%),3.5,Distinction,Low Risk,50-75%
S10707,50.0,Medium (50-75%),3.3333333333333335,Distinction,Low Risk,25-50%
S10708,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S10709,33.33,Low (<50%),4.0,Distinction,High Risk,25-50%
S10710,54.55,Medium (50-75%),2.4444444444444446,Pass,Low Risk,50-75%
S10712,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S10713,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10715,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S10716,60.0,Medium (50-75%),1.4545454545454546,Fail,Medium Risk,50-75%
S10717,80.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10718,50.0,Medium (50-75%),2.25,Pass,Low Risk,25-50%
S10719,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S10720,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S10721,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10722,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10723,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10724,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10725,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10726,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10727,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10728,50.0,Medium (50-75%),2.8333333333333335,Pass,Low Risk,25-50%
S10729,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S10730,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10731,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10732,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10733,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10735,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S10736,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10737,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10738,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S10739,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10740,50.0,Medium (50-75%),1.4285714285714286,Fail,High Risk,25-50%
S10741,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10742,0.0,Low (<50%),2.0,Pass,High Risk,
S10743,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10744,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S10745,60.0,Medium (50-75%),2.6,Pass,Low Risk,50-75%
S10747,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S10748,66.67,Medium (50-75%),2.4,Pass,Low Risk,50-75%
S10749,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S10750,66.67,Medium (50-75%),0.5,Fail,High Risk,50-75%
S10751,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10752,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10753,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S10754,50.0,Medium (50-75%),2.1666666666666665,Pass,Low Risk,25-50%
S10755,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S10756,66.67,Medium (50-75%),1.2,Fail,High Risk,50-75%
S10757,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10758,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10760,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10761,50.0,Medium (50-75%),2.25,Pass,Low Risk,25-50%
S10762,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10763,66.67,Medium (50-75%),2.75,Pass,Low Risk,50-75%
S10764,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S10765,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10766,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10767,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S10768,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10769,0.0,Low (<50%),1.75,Pass,High Risk,
S10770,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10771,71.43,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10772,50.0,Medium (50-75%),1.3333333333333333,Fail,High Risk,25-50%
S10773,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S10774,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10775,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S10776,25.0,Low (<50%),1.8,Pass,High Risk,0-25%
S10777,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10778,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10780,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S10781,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S10782,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S10783,66.67,Medium (50-75%),2.2857142857142856,Pass,Low Risk,50-75%
S10784,60.0,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S10785,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10786,0.0,Low (<50%),3.0,Distinction,High Risk,
S10787,75.0,High (>75%),1.8333333333333333,Pass,Low Risk,50-75%
S10788,100.0,High (>75%),1.7142857142857142,Pass,Low Risk,75-100%
S10789,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S10790,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10791,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10792,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S10793,33.33,Low (<50%),2.3333333333333335,Pass,High Risk,25-50%
S10794,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S10795,75.0,High (>75%),1.25,Fail,High Risk,50-75%
S10796,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S10797,100.0,High (>75%),2.75,Pass,Low Risk,75-100%
S10798,75.0,High (>75%),3.0,Distinction,Low Risk,50-75%
S10799,71.43,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S10800,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10801,75.0,High (>75%),1.6666666666666667,Pass,Low Risk,50-75%
S10802,0.0,Low (<50%),1.0,Fail,High Risk,
S10803,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S10804,66.67,Medium (50-75%),2.5555555555555554,Pass,Low Risk,50-75%
S10805,33.33,Low (<50%),1.0,Fail,High Risk,25-50%
S10807,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10808,50.0,Medium (50-75%),2.875,Pass,Low Risk,25-50%
S10809,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10810,100.0,High (>75%),1.8,Pass,Low Risk,75-100%
S10811,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10812,60.0,Medium (50-75%),1.75,Pass,Low Risk,50-75%
S10813,50.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,25-50%
S10814,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S10815,100.0,High (>75%),0.6666666666666666,Fail,High Risk,75-100%
S10816,25.0,Low (<50%),1.25,Fail,High Risk,0-25%
S10817,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S10818,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S10819,66.67,Medium (50-75%),2.2857142857142856,Pass,Low Risk,50-75%
S10820,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10821,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S10823,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S10824,20.0,Low (<50%),1.25,Fail,High Risk,0-25%
